title,site,link 
Washington Post Live," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://washingtonpostlive.com/
Reprints & Permissions," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpostreprints.com/
Post Store," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/store/
Photo Store," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/buyphotos
e-Replica," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://subscribe.washingtonpost.com/loginregistration/index.html#/register/group/short?action=ereplica
Help & Contact Info," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://help.washingtonpost.com/ics/support/KBSplash.asp?deptID=15080
,Google News,http://money.cnn.com/2017/04/06/media/mtv-movie-tv-awards/
See all 71 sources »,Google News,/news/more?ncl=dXARUfwK7-Jfy1M0YGW_7uzZeCZrM&authuser=0&ned=us&topic=e
" MTV Movie & TV Awards »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=MTV+Movie+%26+TV+Awards&ict=clu_bl
More Entertainment stories,Google News,javascript:void(0);
,Google News,/news/section?cf=all&pz=1&ned=us&topic=s
,Google News,http://www.espn.com/golf/masters17/story/_/id/19092928/dustin-johnson-pulls-masters-injuring-back-fall
See realtime coverage,Google News,/news/rtc?ncl=d4H85OvqmEx8wfMtky_qyu7OdcbCM&authuser=0&ned=us&topic=s
,Google News,http://www.espn.com/golf/masters17/story/_/id/19092928/dustin-johnson-pulls-masters-injuring-back-fall
,Google News,
L.A. Now,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/lanow/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
Trump's border wall just got real: The builders have...,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/lanow/la-me-border-wall-plans-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
                        ,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/la-fg-pakistan-taliban-attack-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
World,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
7 killed as suicide bomber attacks census team in Pakistan,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/la-fg-pakistan-taliban-attack-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
                        ,"Los Angeles Times - California, national and world news - Los Angeles Times",/nation/nationnow/la-na-arkansas-executions-clemency-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
NATION,"Los Angeles Times - California, national and world news - Los Angeles Times",/nation/nationnow/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
Arkansas parole board suggests mercy for 1 of 8 inmates...,"Los Angeles Times - California, national and world news - Los Angeles Times",/nation/nationnow/la-na-arkansas-executions-clemency-20170405-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
                        ,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/music/la-et-ms-cannabis-coachella-dispute-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
MUSIC,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/music/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
One cannabis company really wants to cash in on Coachella,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/music/la-et-ms-cannabis-coachella-dispute-20170403-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
"
securedrop","News, sport and opinion from the Guardian's US edition | The Guardian",https://securedrop.theguardian.com/
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/movies/christian-bale-reportedly-play-dick-cheney-adam-mckay-s-biopic-n743211
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/movies/christian-bale-reportedly-play-dick-cheney-adam-mckay-s-biopic-n743211
Movies,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/movies
Business,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business
Consumer,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer
Travel,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/travel
Economy,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/economy
Personal Finance,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/personal-finance
Reader Representative," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",mailto:readers@washpost.com
Advertise," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/advertise
News Service Syndicate," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://syndication.washingtonpost.com
In the Community," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/community
Careers," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://washingtonpostmedia.com/careers
PostPoints," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://postpoints.washingtonpost.com
" Masters Tournament »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Masters+Tournament&ict=clu_bl
" Dustin Johnson »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Dustin+Johnson&ict=clu_bl
" Augusta »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Augusta&ict=clu_bl
,Google News,https://www.washingtonpost.com/sports/golf/the-latest-emotional-start-to-masters-with-nicklaus-player/2017/04/06/b1f3622c-1ac3-11e7-8598-9a99da559f9e_story.html
,Google News,https://www.usatoday.com/story/sports/golf/2017/04/06/dustin-johnson-withdraws-from-masters-with-back-injury/100127770/
                        ,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/lanow/la-me-ln-federal-raid-bicycle-casino-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
L.A. Now,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/lanow/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
Federal authorities raid Bicycle Hotel and Casino in Bell...,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/lanow/la-me-ln-federal-raid-bicycle-casino-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
                        ,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/la-fg-syria-gas-attack-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
World,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
"U.S. condemns suspected Syrian chemical attack on civilians,...","Los Angeles Times - California, national and world news - Los Angeles Times",/world/la-fg-syria-gas-attack-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
                        ,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/asia/la-fg-china-xi-anxiety-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
ASIA,"Los Angeles Times - California, national and world news - Los Angeles Times",/world/asia/#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
"As he gets ready to meet Trump in Florida, China's Xi...","Los Angeles Times - California, national and world news - Los Angeles Times",/world/asia/la-fg-china-xi-anxiety-20170404-story.html#nt=barker&bn=Barker%2006%20-%20In%20Case%20You%20Missed%20It
,"Los Angeles Times - California, national and world news - Los Angeles Times",#
Markets,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/markets
,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/travel/air-travel-demand-february-despite-u-s-travel-ban-n743276
Travel,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/travel
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/navient-says-don-t-expect-it-help-student-loan-borrowers-n743491
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/navient-says-don-t-expect-it-help-student-loan-borrowers-n743491
Consumer,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer
Newspaper in Education," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://nie.washingtonpost.com
Digital Publishing Guidelines," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/wp-srv/guidelines/corrections.html
Today's Paper," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",https://www.washingtonpost.com/todays_paper/updates
WP BrandStudio," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/sf/brand-connect/brand-studio/
Events," Washington Post: National, World & D.C. Area News and Headlines - The Washington Post",http://www.washingtonpost.com/blogs/post-live/
,Google News,http://chronicle.augusta.com/news/2017-04-05/golf-ball-s-bank-shot-head-paid
,Google News,https://www.balls.ie/golf/dustin-johnson-injury-362631
,Google News,http://www.latimes.com/sports/la-sp-masters-live-coverage-20170406-htmlstory.html
"See all 1,836 sources »",Google News,/news/more?ncl=d4H85OvqmEx8wfMtky_qyu7OdcbCM&authuser=0&ned=us&topic=s
" Masters Tournament »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Masters+Tournament&ict=clu_bl
" Dustin Johnson »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Dustin+Johnson&ict=clu_bl
" Augusta »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Augusta&ict=clu_bl
,Google News,http://www.espn.com/nba/story/_/id/19093644/warriors-kevin-durant-return-saturday-barring-setback
See realtime coverage,Google News,/news/rtc?ncl=dmRR6DOdnrxCr7MrS9AXUO5QPDuuM&authuser=0&ned=us&topic=s
,"Los Angeles Times - California, national and world news - Los Angeles Times",#
,"Los Angeles Times - California, national and world news - Los Angeles Times",#
,"Los Angeles Times - California, national and world news - Los Angeles Times",/#nt=mastheadnavbar
Trump Series,"Los Angeles Times - California, national and world news - Los Angeles Times",http://www.latimes.com/projects/la-ed-our-dishonest-president/
Most Popular,"Los Angeles Times - California, national and world news - Los Angeles Times",/popular/#nt=tertiarynavbar
Local,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/#nt=tertiarynavbar
Sports,"Los Angeles Times - California, national and world news - Los Angeles Times",/sports/#nt=tertiarynavbar
Entertainment,"Los Angeles Times - California, national and world news - Los Angeles Times",/entertainment/#nt=tertiarynavbar
Politics,"Los Angeles Times - California, national and world news - Los Angeles Times",http://www.latimes.com/politics/
Place An Ad,"Los Angeles Times - California, national and world news - Los Angeles Times",http://placeanad.latimes.com
,"Los Angeles Times - California, national and world news - Los Angeles Times",/local/weather/?regionalZipCode=90012#nt=tertiarynavbar
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/trump-s-made-america-slogan-doesn-t-fit-ivanka-s-n743056
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news/trump-s-made-america-slogan-doesn-t-fit-ivanka-s-n743056
U.S. news,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/us-news
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/sorry-millennials-boomers-may-be-better-drivers-you-n743016
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/sorry-millennials-boomers-may-be-better-drivers-you-n743016
Consumer,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/trump-s-immigration-stance-is-bad-for-business-for-chicago-neighborhood-914866243569
"
                            ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/trump-s-immigration-stance-is-bad-for-business-for-chicago-neighborhood-914866243569
,Google News,http://www.espn.com/nba/story/_/id/19093644/warriors-kevin-durant-return-saturday-barring-setback
,Google News,
" Golden State Warriors »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Golden+State+Warriors&ict=clu_bl
" Stephen Curry »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Stephen+Curry&ict=clu_bl
,Google News,http://www.foxsports.com/nba/gallery/nba-season-recap-preview-cleveland-cavaliers-los-angeles-lakers-2017-18-040617
,Google News,https://www.usatoday.com/story/sports/nba/2017/04/06/durant-cleared-to-resume-full-practice-after-knee-injury/100127502/
,Google News,http://www.mercurynews.com/2017/04/06/kawakami-warriors-are-no-1-again-and-now-they-get-kevin-durant-back-how-that-might-work/
See all 261 sources »,Google News,/news/more?ncl=dmRR6DOdnrxCr7MrS9AXUO5QPDuuM&authuser=0&ned=us&topic=s
Latino,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/latino
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/trump-s-immigration-stance-is-bad-for-business-for-chicago-neighborhood-914866243569
"
                        ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/trump-s-immigration-stance-is-bad-for-business-for-chicago-neighborhood-914866243569
Latino,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/latino
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/nbcblk/pepsi-ad-kendall-jenner-echoes-black-lives-matter-sparks-anger-n742811
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/nbcblk/pepsi-ad-kendall-jenner-echoes-black-lives-matter-sparks-anger-n742811
NBCBLK,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/news/nbcblk
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/amazon-refunding-70-million-kids-app-purchases-n742971
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/amazon-refunding-70-million-kids-app-purchases-n742971
Consumer,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/autos/tesla-now-closing-gm-be-america-s-most-valuable-automaker-n742896
" Golden State Warriors »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Golden+State+Warriors&ict=clu_bl
" Stephen Curry »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Stephen+Curry&ict=clu_bl
,Google News,http://www.csnphilly.com/philadelphia-phillies/braves-sign-ryan-howard-minor-league-deal
See realtime coverage,Google News,/news/rtc?ncl=dVAbTKO5KGP9xGM7rUaNqwjpvj-2M&authuser=0&ned=us&topic=s
,Google News,http://www.csnphilly.com/philadelphia-phillies/braves-sign-ryan-howard-minor-league-deal
,Google News,
" Ryan Howard »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Ryan+Howard&ict=clu_bl
" Atlanta Braves »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Atlanta+Braves&ict=clu_bl
,Google News,http://www.foxsports.com/mlb/story/slugger-ryan-howard-gets-minor-league-deal-with-braves-040617
,Google News,http://www.pressofatlanticcity.com/sports/local/phillies/ryan-howard-signs-minor-league-contract-with-the-atlanta-braves/article_c0462963-9462-5f1a-888e-73a23299f09a.html
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/autos/tesla-now-closing-gm-be-america-s-most-valuable-automaker-n742896
Autos,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/autos
"
                      ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/not-all-single-ladies-want-subscription-box-designed-them-n742146
"
                    ,
                  ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer/not-all-single-ladies-want-subscription-box-designed-them-n742146
Consumer,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/business/consumer
,Google News,http://www.tsn.ca/report-howard-braves-ink-minor-league-deal-1.717142
See all 45 sources »,Google News,/news/more?ncl=dVAbTKO5KGP9xGM7rUaNqwjpvj-2M&authuser=0&ned=us&topic=s
" Ryan Howard »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Ryan+Howard&ict=clu_bl
" Atlanta Braves »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Atlanta+Braves&ict=clu_bl
,Google News,http://profootballtalk.nbcsports.com/2017/04/06/seahawks-reportedly-have-initiated-richard-sherman-trade-talks/
See realtime coverage,Google News,/news/rtc?ncl=dPCsNtCKPLpQ9BM0SUXkky0SQ_DjM&authuser=0&ned=us&topic=s
,Google News,http://profootballtalk.nbcsports.com/2017/04/06/seahawks-reportedly-have-initiated-richard-sherman-trade-talks/
,Google News,
" Richard Sherman »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Richard+Sherman&ict=clu_bl
Lifestyle,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/lifestyle
More,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/lifestyle
,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/pop-culture/lifestyle
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/how-you-eat-chocolate-easter-bunny-says-lot-about-you-t110035
"
                              TODAY.COM
                            ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/how-you-eat-chocolate-easter-bunny-says-lot-about-you-t110035
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                              TODAY.com
                            ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
" Seattle Seahawks »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Seattle+Seahawks&ict=clu_bl
,Google News,http://www.espn.com/nfl/story/_/id/19093373/seattle-seahawks-initiated-richard-sherman-talks
,Google News,http://media.weei.com/a/118962912/omf-fauria-s-jersey-is-in-mexico-and-richard-sherman-is-being-shopped-4-6-17.htm
,Google News,http://www.csnne.com/new-england-patriots/source-new-england-patriots-not-interested-trading-richard-sherman
See all 229 sources »,Google News,/news/more?ncl=dPCsNtCKPLpQ9BM0SUXkky0SQ_DjM&authuser=0&ned=us&topic=s
" Richard Sherman »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Richard+Sherman&ict=clu_bl
" Seattle Seahawks »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Seattle+Seahawks&ict=clu_bl
More Sports stories,Google News,javascript:void(0);
"
                                TODAY.com
                              ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/video/an-aed-saved-bob-harper-but-could-you-find-one-in-an-emergency-914401859854
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/better/diet-fitness/how-make-healthier-totally-tasty-nachos-tonight-n742131
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/better/diet-fitness/how-make-healthier-totally-tasty-nachos-tonight-n742131
Better / Diet & Fitness,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",/better/diet-fitness
"
                          ,
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/10-chef-secrets-what-happens-uneaten-bread-what-not-order-t41586
"
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/10-chef-secrets-what-happens-uneaten-bread-what-not-order-t41586
"
                            TODAY.com
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/10-chef-secrets-what-happens-uneaten-bread-what-not-order-t41586
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/popculture/woman-s-1998-time-capsule-featured-instagram-account-t109885
"
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/popculture/woman-s-1998-time-capsule-featured-instagram-account-t109885
,Google News,/news/section?cf=all&pz=1&ned=us&topic=snc
,Google News,http://news.nationalgeographic.com/2017/04/human-cannibalism-nutrition-archaeology-science/
See realtime coverage,Google News,/news/rtc?ncl=d0HnO2RON5SLojMq9Rj2NWj3wnCJM&authuser=0&ned=us&topic=snc
,Google News,http://news.nationalgeographic.com/2017/04/human-cannibalism-nutrition-archaeology-science/
,Google News,
" Stone Age »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Stone+Age&ict=clu_bl
" Neanderthal Museum »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Neanderthal+Museum&ict=clu_bl
" Neanderthal »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Neanderthal&ict=clu_bl
,Google News,http://www.chicagotribune.com/news/nationworld/science/ct-ancient-humans-cannibalism-20170406-story.html
,Google News,https://www.usnews.com/news/offbeat/articles/2017-04-06/stone-age-cannibals-hunting-each-other-not-worth-the-hassle
"
                              TODAY.com
                            ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/popculture/woman-s-1998-time-capsule-featured-instagram-account-t109885
"
                            ,
                            ,
                          ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/dessert-makeovers-healthy-chocolate-cake-cookie-recipes-t109785
"
                          ,
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/dessert-makeovers-healthy-chocolate-cake-cookie-recipes-t109785
"
                              TODAY.COM
                            ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/dessert-makeovers-healthy-chocolate-cake-cookie-recipes-t109785
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/popculture/woman-s-1998-time-capsule-featured-instagram-account-t109885
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/popculture/woman-s-1998-time-capsule-featured-instagram-account-t109885
,Google News,http://www.nature.com/srep/
,Google News,http://blogs.discovermagazine.com/d-brief/2017/04/05/how-nutritious-is-human-flesh/
,Google News,https://www.nytimes.com/2017/04/06/science/cannibalism-human-body-calories.html
See all 167 sources »,Google News,/news/more?ncl=d0HnO2RON5SLojMq9Rj2NWj3wnCJM&authuser=0&ned=us&topic=snc
" Stone Age »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Stone+Age&ict=clu_bl
" Neanderthal Museum »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Neanderthal+Museum&ict=clu_bl
" Neanderthal »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Neanderthal&ict=clu_bl
,Google News,http://www.space.com/36368-atmosphere-found-on-nearly-earth-size-planet.html
See realtime coverage,Google News,/news/rtc?ncl=dSP2J2sDruB-5UM2mBn0VmjPiTatM&authuser=0&ned=us&topic=snc
,Google News,http://www.space.com/36368-atmosphere-found-on-nearly-earth-size-planet.html
"
                          TODAY.com
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/popculture/woman-s-1998-time-capsule-featured-instagram-account-t109885
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/dessert-makeovers-healthy-chocolate-cake-cookie-recipes-t109785
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/dessert-makeovers-healthy-chocolate-cake-cookie-recipes-t109785
"
                          TODAY.COM
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/food/dessert-makeovers-healthy-chocolate-cake-cookie-recipes-t109785
advertisement,"NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.nbcnews.com/id/31066137/media-kit/
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/home/organization-tips-how-organize-small-home-t109821
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/home/organization-tips-how-organize-small-home-t109821
"
                          TODAY.com
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/home/organization-tips-how-organize-small-home-t109821
,Google News,
" Gliese 1132 b »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Gliese+1132+b&ict=clu_bl
" Earth »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Earth&ict=clu_bl
,Google News,http://gizmodo.com/this-is-the-smallest-exoplanet-known-to-have-an-atmosph-1794079768
,Google News,https://phys.org/news/2017-04-atmosphere-super-earth.html
,Google News,https://en.wikipedia.org/wiki/Gliese_1132_b
See all 15 sources »,Google News,/news/more?ncl=dSP2J2sDruB-5UM2mBn0VmjPiTatM&authuser=0&ned=us&topic=snc
" Gliese 1132 b »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Gliese+1132+b&ict=clu_bl
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/health/how-stock-your-freezer-advice-nutritionist-t109814
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/health/how-stock-your-freezer-advice-nutritionist-t109814
"
                          TODAY.com
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/health/how-stock-your-freezer-advice-nutritionist-t109814
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/style/adidas-isn-t-pronounced-adidas-our-z-guide-brands-you-t71041
"
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/style/adidas-isn-t-pronounced-adidas-our-z-guide-brands-you-t71041
"
                          TODAY.com
                        ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",http://www.today.com/style/adidas-isn-t-pronounced-adidas-our-z-guide-brands-you-t71041
"
                        ,
                        ,
                      ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/birthday-cards-pile-up-for-boy-battling-cancer-913626691793
"
                        ,
                      ,
                    ","NBC News - Breaking News & Top Stories - Latest World, US & Local News",/video/birthday-cards-pile-up-for-boy-battling-cancer-913626691793
" Earth »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Earth&ict=clu_bl
,Google News,http://www.csmonitor.com/Science/2017/0406/Scientists-are-trying-to-get-the-first-ever-photo-of-a-black-hole.-How-will-they-do-that
See realtime coverage,Google News,/news/rtc?ncl=d4IKijMLsMWWxBMreY_oAWoXIrL5M&authuser=0&ned=us&topic=snc
,Google News,http://www.csmonitor.com/Science/2017/0406/Scientists-are-trying-to-get-the-first-ever-photo-of-a-black-hole.-How-will-they-do-that
,Google News,
" Event Horizon Telescope »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Event+Horizon+Telescope&ict=clu_bl
" Milky Way »
",Google News,/news/section?cf=all&hl=en&pz=1&ned=us&q=Milky+Way&ict=clu_bl
,Google News,https://www.washingtonpost.com/news/speaking-of-science/wp/2017/04/05/astronomers-are-trying-to-take-the-first-picture-of-a-black-hole/
